invoice_id,title,vendor_name,department,category,amount,invoice_date,fraud_label,content
405f9548-74f3-467b-9947-25d31d721b7b,405f9548-74f3-467b-9947-25d31d721b7b — Blake and Sons 14661.28 USD,Blake and Sons,Marketing,Travel,14661.28,2026-04-12,0,"Invoice 405f9548-74f3-467b-9947-25d31d721b7b from vendor Blake and Sons (vendor_id 635d06bd-4e2a-46e6-bee0-75921ef03e88). Vendor country Qatar, risk score 0.09. Department Marketing, category Travel. Amount 14661.28 USD via Cheque on 2026-04-12 at 11:00, approved by Nancy Gonzalez. Notes: Attorney professional form finish summer rest. Applicable policy P1: Travel payments capped at $5,000. Travel expenses above 5000 require VP approval. No fraud signals detected on this invoice."
d80292a4-654b-4760-8e6b-bdb56271cf8a,d80292a4-654b-4760-8e6b-bdb56271cf8a — Anderson-Brewer 34784.59 USD,Anderson-Brewer,Marketing,Marketing,34784.59,2026-01-31,0,"Invoice d80292a4-654b-4760-8e6b-bdb56271cf8a from vendor Anderson-Brewer (vendor_id 143cc10b-16b7-4e43-98a5-0ed1785c4dc8). Vendor country Kuwait, risk score 0.04. Department Marketing, category Marketing. Amount 34784.59 USD via Wire on 2026-01-31 at 15:00, approved by Jason Powell. Notes: Never court professor here security. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
33c9a5db-ef27-4fb9-ae94-fdff80af8735,33c9a5db-ef27-4fb9-ae94-fdff80af8735 — Davis-Abbott 26147.55 USD,Davis-Abbott,Finance,Travel,26147.55,2026-01-08,0,"Invoice 33c9a5db-ef27-4fb9-ae94-fdff80af8735 from vendor Davis-Abbott (vendor_id 7cb55000-a09b-41f7-81fc-9a96003dbc23). Vendor country Netherlands, risk score 0.29. Department Finance, category Travel. Amount 26147.55 USD via Cheque on 2026-01-08 at 14:00, approved by Jennifer Bass. Notes: Expert involve oil pressure let. Applicable policy P1: Travel payments capped at $5,000. Travel expenses above 5000 require VP approval. No fraud signals detected on this invoice."
9f829b85-b5e7-4829-88c2-68d35bff96c1,9f829b85-b5e7-4829-88c2-68d35bff96c1 — Taylor-White 59057.83 USD,Taylor-White,Finance,Equipment,59057.83,2026-02-26,0,"Invoice 9f829b85-b5e7-4829-88c2-68d35bff96c1 from vendor Taylor-White (vendor_id 282ee935-f62d-4e81-a4ad-33251ee62e18). Vendor country Kyrgyz Republic, risk score 0.11. Department Finance, category Equipment. Amount 59057.83 USD via ACH on 2026-02-26 at 08:00, approved by John Santana. Notes: Probably exist professional people. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
927e6cc2-5735-4162-bc49-3aa1e80d372f,"927e6cc2-5735-4162-bc49-3aa1e80d372f — Stewart, Green and Santiago 15295.05 USD","Stewart, Green and Santiago",IT,Software,15295.05,2025-12-25,0,"Invoice 927e6cc2-5735-4162-bc49-3aa1e80d372f from vendor Stewart, Green and Santiago (vendor_id 0505c3d4-c5a6-47d3-bfba-98f3f0b6c38e). Vendor country Germany, risk score 0.3. Department IT, category Software. Amount 15295.05 USD via Wire on 2025-12-25 at 16:00, approved by Cynthia Collins. Notes: Challenge animal worker particularly shoulder. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
0ef8cf90-ba2d-455a-9c49-3ab55c057fa3,"0ef8cf90-ba2d-455a-9c49-3ab55c057fa3 — Walter, Edwards and Rios 15363.48 USD","Walter, Edwards and Rios",Operations,Consulting,15363.48,2026-03-01,0,"Invoice 0ef8cf90-ba2d-455a-9c49-3ab55c057fa3 from vendor Walter, Edwards and Rios (vendor_id ada3434a-a6d0-466b-92c8-b5569d96c34a). Vendor country Indonesia, risk score 0.32. Department Operations, category Consulting. Amount 15363.48 USD via ACH on 2026-03-01 at 15:00, approved by Laura Higgins. Notes: Manager during prevent accept seem show. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
f18f652e-a022-4f09-ba5d-da4f66238742,f18f652e-a022-4f09-ba5d-da4f66238742 — Davis-Abbott 39302.62 USD,Davis-Abbott,IT,Travel,39302.62,2025-12-27,0,"Invoice f18f652e-a022-4f09-ba5d-da4f66238742 from vendor Davis-Abbott (vendor_id 7cb55000-a09b-41f7-81fc-9a96003dbc23). Vendor country Netherlands, risk score 0.29. Department IT, category Travel. Amount 39302.62 USD via ACH on 2025-12-27 at 09:00, approved by Christopher Rubio. Notes: Let newspaper true building card let most. Applicable policy P1: Travel payments capped at $5,000. Travel expenses above 5000 require VP approval. No fraud signals detected on this invoice."
6c97b70f-90d3-4daf-b90b-714b3a09e192,6c97b70f-90d3-4daf-b90b-714b3a09e192 — Galloway-Wyatt 29395.65 USD,Galloway-Wyatt,Operations,Software,29395.65,2026-03-20,0,"Invoice 6c97b70f-90d3-4daf-b90b-714b3a09e192 from vendor Galloway-Wyatt (vendor_id d78e7543-d307-4e2f-a856-0ebb892c264e). Vendor country Tonga, risk score 0.3. Department Operations, category Software. Amount 29395.65 USD via Wire on 2026-03-20 at 14:00, approved by Pedro Ramos. Notes: Interview trade knowledge city technology late seem. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
cd7baa33-e3d3-4a9f-afd8-e2724751470c,"cd7baa33-e3d3-4a9f-afd8-e2724751470c — Rodriguez, Figueroa and Sanchez 16279.58 USD","Rodriguez, Figueroa and Sanchez",Operations,Services,16279.58,2026-05-10,0,"Invoice cd7baa33-e3d3-4a9f-afd8-e2724751470c from vendor Rodriguez, Figueroa and Sanchez (vendor_id 8f6ba412-0dcd-408a-98dd-1d962e196c3e). Vendor country Burundi, risk score 0.04. Department Operations, category Services. Amount 16279.58 USD via Cheque on 2026-05-10 at 12:00, approved by Richard Washington. Notes: Ever back experience even floor. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
c2cbcd27-98e8-40f3-aa19-5a66f1ece5b1,"c2cbcd27-98e8-40f3-aa19-5a66f1ece5b1 — Fitzgerald, Brown and Edwards 39881.34 USD","Fitzgerald, Brown and Edwards",Marketing,Services,39881.34,2026-03-16,0,"Invoice c2cbcd27-98e8-40f3-aa19-5a66f1ece5b1 from vendor Fitzgerald, Brown and Edwards (vendor_id 7a1413f4-ae15-4303-b40e-2ff0a0c6b20b). Vendor country Australia, risk score 0.22. Department Marketing, category Services. Amount 39881.34 USD via Cheque on 2026-03-16 at 10:00, approved by David Benson. Notes: Ask imagine my indeed deal. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
61845912-e68c-4495-9b99-90091e41b753,"61845912-e68c-4495-9b99-90091e41b753 — Santos, Gardner and Robinson 170993.74 USD","Santos, Gardner and Robinson",Marketing,Software,170993.74,2026-02-22,1,"Invoice 61845912-e68c-4495-9b99-90091e41b753 from vendor Santos, Gardner and Robinson (vendor_id c4b857fb-accb-4f1d-82a4-fdb8d3d1685e). Vendor country Namibia, risk score 0.01. Department Marketing, category Software. Amount 170993.74 USD via ACH on 2026-02-22 at 13:00, approved by Lauren Dominguez. Notes: Herself accept goal send table well industry. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: policy limit violation."
791632b4-3d92-42e4-8095-ca2fcc7bb5b4,791632b4-3d92-42e4-8095-ca2fcc7bb5b4 — Harvey Group 72912.56 USD,Harvey Group,Marketing,Travel,72912.56,2026-04-23,1,"Invoice 791632b4-3d92-42e4-8095-ca2fcc7bb5b4 from vendor Harvey Group (vendor_id 0028cb3f-84d1-41cd-8074-e88468e9a952). Vendor country Palestinian Territory, risk score 0.2. Department Marketing, category Travel. Amount 72912.56 USD via ACH on 2026-04-23 at 10:00, approved by Lindsey Walker. Notes: Event magazine home protect something. Applicable policy P1: Travel payments capped at $5,000. Travel expenses above 5000 require VP approval. Fraud signals: policy limit violation."
96ada422-f63f-4071-abe8-e60269764a77,96ada422-f63f-4071-abe8-e60269764a77 — Smith-Bowen 56524.97 USD,Smith-Bowen,IT,Services,56524.97,2026-04-19,0,"Invoice 96ada422-f63f-4071-abe8-e60269764a77 from vendor Smith-Bowen (vendor_id 2192127e-d671-4030-ac79-cdf0f5fb6dcf). Vendor country Saint Helena, risk score 0.09. Department IT, category Services. Amount 56524.97 USD via Wire on 2026-04-19 at 17:00, approved by Tamara Hooper. Notes: Agree hour north agree poor career left. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
de39418f-369e-4436-a1c9-ab38d75949e4,"de39418f-369e-4436-a1c9-ab38d75949e4 — Gill, Romero and Rodriguez 35228.5 USD","Gill, Romero and Rodriguez",Finance,Consulting,35228.5,2025-12-17,0,"Invoice de39418f-369e-4436-a1c9-ab38d75949e4 from vendor Gill, Romero and Rodriguez (vendor_id ffc059ff-f27d-4c09-bf92-a5f0d67bfbc7). Vendor country Niue, risk score 0.39. Department Finance, category Consulting. Amount 35228.5 USD via Corporate Card on 2025-12-17 at 12:00, approved by Daniel Murphy. Notes: Everything week instead strong like see. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
675a0b2a-b546-432d-bd4d-4d957d8bde96,"675a0b2a-b546-432d-bd4d-4d957d8bde96 — Robinson, Nguyen and Tate 24049.26 USD","Robinson, Nguyen and Tate",Sales,Equipment,24049.26,2025-12-17,0,"Invoice 675a0b2a-b546-432d-bd4d-4d957d8bde96 from vendor Robinson, Nguyen and Tate (vendor_id 1a279ff5-b52d-4cbb-8b19-b98822bd86a9). Vendor country Azerbaijan, risk score 0.04. Department Sales, category Equipment. Amount 24049.26 USD via Corporate Card on 2025-12-17 at 15:00, approved by Courtney Jones. Notes: Senior wear current. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
32614aef-3d22-4635-828c-664383db4beb,32614aef-3d22-4635-828c-664383db4beb — Blake and Sons 27767.99 USD,Blake and Sons,IT,Travel,27767.99,2025-12-11,0,"Invoice 32614aef-3d22-4635-828c-664383db4beb from vendor Blake and Sons (vendor_id 635d06bd-4e2a-46e6-bee0-75921ef03e88). Vendor country Qatar, risk score 0.09. Department IT, category Travel. Amount 27767.99 USD via ACH on 2025-12-11 at 09:00, approved by Cameron Caldwell. Notes: Way let eight hard paper white responsibility. Applicable policy P1: Travel payments capped at $5,000. Travel expenses above 5000 require VP approval. No fraud signals detected on this invoice."
90735c5b-f66d-4f50-bcf0-58439755d7c7,90735c5b-f66d-4f50-bcf0-58439755d7c7 — Miller-Carter 52911.42 USD,Miller-Carter,Sales,Travel,52911.42,2026-04-29,0,"Invoice 90735c5b-f66d-4f50-bcf0-58439755d7c7 from vendor Miller-Carter (vendor_id 213d74ce-390b-4520-822f-0cd7f1c5c937). Vendor country Niue, risk score 0.18. Department Sales, category Travel. Amount 52911.42 USD via Wire on 2026-04-29 at 13:00, approved by Eric Lane. Notes: Office traditional heart walk cup. Applicable policy P1: Travel payments capped at $5,000. Travel expenses above 5000 require VP approval. No fraud signals detected on this invoice."
e137a132-85c1-484f-aa34-54383246d58c,e137a132-85c1-484f-aa34-54383246d58c — Lam-Hayes 18499.77 USD,Lam-Hayes,Finance,Office Supplies,18499.77,2026-03-26,0,"Invoice e137a132-85c1-484f-aa34-54383246d58c from vendor Lam-Hayes (vendor_id 0b42ebf4-9bf3-4af8-a042-3635234269c5). Vendor country Egypt, risk score 0.25. Department Finance, category Office Supplies. Amount 18499.77 USD via ACH on 2026-03-26 at 18:00, approved by Dana Terry. Notes: Sure outside building worker site. Applicable policy P3: Office Supplies payments capped at $2,000. Office supply purchases capped at 2000 per invoice. No fraud signals detected on this invoice."
f48f4af2-4747-4de7-94ae-bba0b8a812b7,f48f4af2-4747-4de7-94ae-bba0b8a812b7 — Mcbride-Rodriguez 56366.34 USD,Mcbride-Rodriguez,IT,Software,56366.34,2026-02-09,0,"Invoice f48f4af2-4747-4de7-94ae-bba0b8a812b7 from vendor Mcbride-Rodriguez (vendor_id 4aa00b85-929f-48ca-94c6-5f8564294040). Vendor country Congo, risk score 0.32. Department IT, category Software. Amount 56366.34 USD via Wire on 2026-02-09 at 12:00, approved by Jacob Hunter. Notes: Actually information majority item gun through. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
228ca096-1b54-4542-aa77-6838b4533c92,228ca096-1b54-4542-aa77-6838b4533c92 — Smith-Spencer 16704.72 USD,Smith-Spencer,HR,Office Supplies,16704.72,2026-03-02,0,"Invoice 228ca096-1b54-4542-aa77-6838b4533c92 from vendor Smith-Spencer (vendor_id 0134efee-1514-4d24-a2a5-fce4e4aa44ab). Vendor country Namibia, risk score 0.29. Department HR, category Office Supplies. Amount 16704.72 USD via Wire on 2026-03-02 at 13:00, approved by Christopher Boyd. Notes: Pattern try simple let stay. Applicable policy P3: Office Supplies payments capped at $2,000. Office supply purchases capped at 2000 per invoice. No fraud signals detected on this invoice."
bc0b5cc2-9f13-4b0d-911f-d89f2c00ea38,bc0b5cc2-9f13-4b0d-911f-d89f2c00ea38 — Trujillo Group 29567.65 USD,Trujillo Group,Marketing,Marketing,29567.65,2026-03-26,0,"Invoice bc0b5cc2-9f13-4b0d-911f-d89f2c00ea38 from vendor Trujillo Group (vendor_id 1ca541fc-8e14-46cd-9b3f-9949ced2da1f). Vendor country Ethiopia, risk score 0.14. Department Marketing, category Marketing. Amount 29567.65 USD via ACH on 2026-03-26 at 09:00, approved by David Michael. Notes: Think during let particular her. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
9834120a-8029-4c3c-b45e-d423f81b9dd1,9834120a-8029-4c3c-b45e-d423f81b9dd1 — Hall PLC 20346.61 USD,Hall PLC,IT,Software,20346.61,2025-12-13,0,"Invoice 9834120a-8029-4c3c-b45e-d423f81b9dd1 from vendor Hall PLC (vendor_id 16c163d9-fcf9-4437-89e7-83d8fb2013e1). Vendor country Anguilla, risk score 0.24. Department IT, category Software. Amount 20346.61 USD via Wire on 2025-12-13 at 18:00, approved by Catherine Lewis. Notes: Future they red everybody act. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
763f68fe-0a3e-4f5d-b456-5cf99fa242ea,"763f68fe-0a3e-4f5d-b456-5cf99fa242ea — Sellers, George and Burns 227790.21 USD","Sellers, George and Burns",Marketing,Software,227790.21,2026-05-30,1,"Invoice 763f68fe-0a3e-4f5d-b456-5cf99fa242ea from vendor Sellers, George and Burns (vendor_id a9887757-db3e-40ac-b3b0-95384cd80b94). Vendor country Bouvet Island (Bouvetoya), risk score 0.15. Department Marketing, category Software. Amount 227790.21 USD via ACH on 2026-05-30 at 09:00, approved by Nathan Freeman. Notes: Real position make society behavior. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: policy limit violation."
ba76e06c-1408-4e39-87ce-2e77a624bce6,ba76e06c-1408-4e39-87ce-2e77a624bce6 — Lam-Hayes 50158.4 USD,Lam-Hayes,IT,Office Supplies,50158.4,2026-01-17,0,"Invoice ba76e06c-1408-4e39-87ce-2e77a624bce6 from vendor Lam-Hayes (vendor_id 0b42ebf4-9bf3-4af8-a042-3635234269c5). Vendor country Egypt, risk score 0.25. Department IT, category Office Supplies. Amount 50158.4 USD via Wire on 2026-01-17 at 14:00, approved by Elizabeth Perkins. Notes: Network gas you nearly goal law fill. Applicable policy P3: Office Supplies payments capped at $2,000. Office supply purchases capped at 2000 per invoice. No fraud signals detected on this invoice."
10181ad2-3bb8-4427-9500-c43daff12b77,10181ad2-3bb8-4427-9500-c43daff12b77 — Smith PLC 53986.02 USD,Smith PLC,IT,Services,53986.02,2026-01-19,0,"Invoice 10181ad2-3bb8-4427-9500-c43daff12b77 from vendor Smith PLC (vendor_id 885f18ed-c2ef-480a-9844-d922d9464292). Vendor country Mongolia, risk score 0.06. Department IT, category Services. Amount 53986.02 USD via Wire on 2026-01-19 at 18:00, approved by Emily Newton. Notes: Course school everybody operation. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
e09c56f7-339b-4476-90c1-27b9b04d4922,"e09c56f7-339b-4476-90c1-27b9b04d4922 — Stanley, Tucker and Lee 53106.01 USD","Stanley, Tucker and Lee",Marketing,Consulting,53106.01,2026-04-26,0,"Invoice e09c56f7-339b-4476-90c1-27b9b04d4922 from vendor Stanley, Tucker and Lee (vendor_id 12d06bea-47bc-43fc-8ee8-a8c7ed0d8792). Vendor country Cuba, risk score 0.06. Department Marketing, category Consulting. Amount 53106.01 USD via Cheque on 2026-04-26 at 17:00, approved by Veronica Wall. Notes: Dinner conference add move ever. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
c25136b1-ea1d-4e3b-bf98-bbc9b5c1adb8,"c25136b1-ea1d-4e3b-bf98-bbc9b5c1adb8 — Robinson, Nguyen and Tate 199947.25 USD","Robinson, Nguyen and Tate",HR,Equipment,199947.25,2026-06-04,1,"Invoice c25136b1-ea1d-4e3b-bf98-bbc9b5c1adb8 from vendor Robinson, Nguyen and Tate (vendor_id 1a279ff5-b52d-4cbb-8b19-b98822bd86a9). Vendor country Azerbaijan, risk score 0.04. Department HR, category Equipment. Amount 199947.25 USD via Wire on 2026-06-04 at 14:00, approved by Melissa Martinez. Notes: Bill activity expect long future whole education. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. Fraud signals: policy limit violation."
feea141e-183e-4494-b865-c5bc91782158,feea141e-183e-4494-b865-c5bc91782158 — Ibarra-Suarez 48232.99 USD,Ibarra-Suarez,Operations,Software,48232.99,2026-05-14,0,"Invoice feea141e-183e-4494-b865-c5bc91782158 from vendor Ibarra-Suarez (vendor_id 08a32a6f-0989-480f-8ca8-9545c298f00e). Vendor country Heard Island and McDonald Islands, risk score 0.15. Department Operations, category Software. Amount 48232.99 USD via Wire on 2026-05-14 at 12:00, approved by Austin Vasquez. Notes: Picture approach chance none fight yes budget. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
86062922-1e2a-4cfe-8e57-2cb0964f97bb,86062922-1e2a-4cfe-8e57-2cb0964f97bb — Mack-Peterson 51586.3 USD,Mack-Peterson,IT,Services,51586.3,2026-04-26,0,"Invoice 86062922-1e2a-4cfe-8e57-2cb0964f97bb from vendor Mack-Peterson (vendor_id 3a0db054-91e3-4bc0-a6a3-e63610261cce). Vendor country French Polynesia, risk score 0.03. Department IT, category Services. Amount 51586.3 USD via Wire on 2026-04-26 at 11:00, approved by Rachel Perez. Notes: Herself training father open investment notice art. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
915fbc26-0000-4cce-982b-dbbed4ba4b5f,"915fbc26-0000-4cce-982b-dbbed4ba4b5f — Richards, Hurst and Ross 13763.95 USD","Richards, Hurst and Ross",HR,Software,13763.95,2026-06-01,0,"Invoice 915fbc26-0000-4cce-982b-dbbed4ba4b5f from vendor Richards, Hurst and Ross (vendor_id eaf59706-b441-4942-b707-73fdbb8a1d7b). Vendor country Cyprus, risk score 0.39. Department HR, category Software. Amount 13763.95 USD via Wire on 2026-06-01 at 14:00, approved by Phillip Garrett. Notes: Produce church community avoid able. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
08e6383b-a9b1-4134-851e-ebaa1e476eab,"08e6383b-a9b1-4134-851e-ebaa1e476eab — Stanley, Tucker and Lee 21393.19 USD","Stanley, Tucker and Lee",Sales,Consulting,21393.19,2026-02-28,0,"Invoice 08e6383b-a9b1-4134-851e-ebaa1e476eab from vendor Stanley, Tucker and Lee (vendor_id 12d06bea-47bc-43fc-8ee8-a8c7ed0d8792). Vendor country Cuba, risk score 0.06. Department Sales, category Consulting. Amount 21393.19 USD via Cheque on 2026-02-28 at 18:00, approved by Doris Hall. Notes: Reflect law reach under skin. Applicable policy P2: Consulting payments capped at $50,000. Consulting invoices above 50000 require dual sign-off. No fraud signals detected on this invoice."
27d18c14-69ed-4b74-91f6-eb1ca3be099f,"27d18c14-69ed-4b74-91f6-eb1ca3be099f — Yang, Gardner and Garza 52683.79 USD","Yang, Gardner and Garza",IT,Services,52683.79,2026-04-01,0,"Invoice 27d18c14-69ed-4b74-91f6-eb1ca3be099f from vendor Yang, Gardner and Garza (vendor_id f4c7ba19-7d12-48f6-bbe6-15b6b237da9e). Vendor country Antigua and Barbuda, risk score 0.36. Department IT, category Services. Amount 52683.79 USD via Corporate Card on 2026-04-01 at 10:00, approved by Taylor Coleman. Notes: Different chance enter central arrive society organization. Applicable policy P4: * payments capped at $100,000. Any single payment above 100000 requires CFO approval. No fraud signals detected on this invoice."
